Starting Ecommerce Simulator. Producing to topic: ecommerce_events
Sent: checkout - User: user_2588 - $166.49
Sent: add_to_cart - User: user_1016 - $158.61
Sent: checkout - User: user_7305 - $272.13
Sent: add_to_cart - User: user_7756 - $192.43
Sent: add_to_cart - User: user_5178 - $392.23
Sent: add_to_cart - User: user_3149 - $469.72
Sent: add_to_cart - User: user_3995 - $465.68
Sent: checkout - User: user_7170 - $460.3
Sent: checkout - User: user_6846 - $65.71
Sent: checkout - User: user_8821 - $321.74
Sent: checkout - User: user_6216 - $80.61
Sent: add_to_cart - User: user_5029 - $298.76
Sent: add_to_cart - User: user_9740 - $74.76
Sent: add_to_cart - User: user_5028 - $51.18
Sent: add_to_cart - User: user_3491 - $292.25
Sent: checkout - User: user_6164 - $468.56
Sent: add_to_cart - User: user_3891 - $139.32
Sent: add_to_cart - User: user_7128 - $21.52
Sent: checkout - User: user_8798 - $371.35
Sent: add_to_cart - User: user_3181 - $473.82
Sent: add_to_cart - User: user_9561 - $11.37
Sent: add_to_cart - User: user_2137 - $171.85
Sent: add_to_cart - User: user_9220 - $224.11
Sent: checkout - User: user_7185 - $345.44
Sent: add_to_cart - User: user_8776 - $300.85
Sent: add_to_cart - User: user_9243 - $66.69
Sent: add_to_cart - User: user_8052 - $304.54
Sent: checkout - User: user_8497 - $349.82
Sent: checkout - User: user_9104 - $145.6
Sent: add_to_cart - User: user_2824 - $38.14
Sent: add_to_cart - User: user_6520 - $256.46
Sent: checkout - User: user_8072 - $158.38
Sent: add_to_cart - User: user_7373 - $124.25
Sent: checkout - User: user_3533 - $87.16
Sent: add_to_cart - User: user_1557 - $179.1
Sent: add_to_cart - User: user_7998 - $151.35
Sent: add_to_cart - User: user_7367 - $146.42
Sent: add_to_cart - User: user_4698 - $432.26
Sent: add_to_cart - User: user_1257 - $343.82
Sent: add_to_cart - User: user_5308 - $419.07
Sent: add_to_cart - User: user_4937 - $22.59
Sent: add_to_cart - User: user_2975 - $222.45
Sent: add_to_cart - User: user_1788 - $155.3
Sent: add_to_cart - User: user_4135 - $231.24
Sent: add_to_cart - User: user_1595 - $33.05
Sent: add_to_cart - User: user_1496 - $95.15
Sent: checkout - User: user_3370 - $356.77
Sent: checkout - User: user_1321 - $128.55
Sent: checkout - User: user_7368 - $477.47
Sent: add_to_cart - User: user_1156 - $466.88
Sent: add_to_cart - User: user_5380 - $308.32
Sent: add_to_cart - User: user_8262 - $28.36
Sent: checkout - User: user_6454 - $413.32
Sent: add_to_cart - User: user_4096 - $263.2
Sent: checkout - User: user_3277 - $181.98
Sent: checkout - User: user_4721 - $449.19
Sent: add_to_cart - User: user_7840 - $364.44
Sent: add_to_cart - User: user_1303 - $368.2
Sent: checkout - User: user_4775 - $335.59
Sent: add_to_cart - User: user_3279 - $42.23
Sent: add_to_cart - User: user_2094 - $480.47
Sent: add_to_cart - User: user_4930 - $320.82
Sent: add_to_cart - User: user_8391 - $209.08
Sent: add_to_cart - User: user_7661 - $143.63
Sent: add_to_cart - User: user_2295 - $383.62
Sent: add_to_cart - User: user_5829 - $136.75
Sent: checkout - User: user_1097 - $343.36
Sent: checkout - User: user_1699 - $254.7
Sent: add_to_cart - User: user_2967 - $306.36
Sent: add_to_cart - User: user_5356 - $471.47
Sent: add_to_cart - User: user_1060 - $388.2
Sent: checkout - User: user_8318 - $338.72
Sent: add_to_cart - User: user_5036 - $11.45
Sent: add_to_cart - User: user_9451 - $474.95
Sent: add_to_cart - User: user_2693 - $358.06
Sent: add_to_cart - User: user_8325 - $277.01
Sent: add_to_cart - User: user_1641 - $292.1
Sent: add_to_cart - User: user_9540 - $295.26
Sent: add_to_cart - User: user_6382 - $107.37
Sent: add_to_cart - User: user_6198 - $122.83
Sent: add_to_cart - User: user_3533 - $124.67
Sent: add_to_cart - User: user_1739 - $271.01
Sent: add_to_cart - User: user_1063 - $46.47
Sent: add_to_cart - User: user_6701 - $155.95
Sent: add_to_cart - User: user_2431 - $372.55
Sent: add_to_cart - User: user_6019 - $489.73
Sent: checkout - User: user_8630 - $214.34
Sent: add_to_cart - User: user_8994 - $214.08
Sent: add_to_cart - User: user_5458 - $244.74
Sent: checkout - User: user_9288 - $318.39
Sent: checkout - User: user_2409 - $484.91
Sent: add_to_cart - User: user_4083 - $408.41
Sent: add_to_cart - User: user_3312 - $228.91
Sent: checkout - User: user_7301 - $267.57
Sent: checkout - User: user_7445 - $204.7
Sent: add_to_cart - User: user_9049 - $232.61
Sent: add_to_cart - User: user_2759 - $323.37
Sent: checkout - User: user_8065 - $26.03
Sent: add_to_cart - User: user_4690 - $181.79
Sent: add_to_cart - User: user_1848 - $327.64
Sent: add_to_cart - User: user_9204 - $499.24
Sent: add_to_cart - User: user_4689 - $15.15
Sent: checkout - User: user_9336 - $483.72
Sent: add_to_cart - User: user_7740 - $211.19
Sent: add_to_cart - User: user_9664 - $366.53
Sent: add_to_cart - User: user_2596 - $12.36
Sent: add_to_cart - User: user_9539 - $231.59
Sent: add_to_cart - User: user_1054 - $403.65
Sent: add_to_cart - User: user_3321 - $302.86
Sent: add_to_cart - User: user_9973 - $494.95
Sent: add_to_cart - User: user_9752 - $254.24
Sent: add_to_cart - User: user_7252 - $435.58
Sent: add_to_cart - User: user_1394 - $238.01
Sent: add_to_cart - User: user_3821 - $152.23
Sent: add_to_cart - User: user_7778 - $271.96
Sent: add_to_cart - User: user_6316 - $59.06
Sent: add_to_cart - User: user_3194 - $222.98
Sent: add_to_cart - User: user_3825 - $161.78
Sent: add_to_cart - User: user_9904 - $155.02
Sent: add_to_cart - User: user_4315 - $468.4
Sent: add_to_cart - User: user_5041 - $174.64
Sent: add_to_cart - User: user_6082 - $55.45
Sent: add_to_cart - User: user_5008 - $440.39
Sent: add_to_cart - User: user_7077 - $387.89
Sent: add_to_cart - User: user_7052 - $388.11
Sent: add_to_cart - User: user_2128 - $255.34
Sent: add_to_cart - User: user_5877 - $398.99
Sent: add_to_cart - User: user_1070 - $453.89
Sent: add_to_cart - User: user_4538 - $143.74
Sent: add_to_cart - User: user_6570 - $359.98
Sent: add_to_cart - User: user_1138 - $76.15
Sent: checkout - User: user_8415 - $45.57
Sent: add_to_cart - User: user_1721 - $374.03
Sent: add_to_cart - User: user_4548 - $106.18
Sent: checkout - User: user_2117 - $59.46
Sent: add_to_cart - User: user_9196 - $449.86
Sent: checkout - User: user_6837 - $452.85
Sent: add_to_cart - User: user_9739 - $140.93
Sent: add_to_cart - User: user_5821 - $48.02
Sent: add_to_cart - User: user_9940 - $406.63
Sent: checkout - User: user_5547 - $207.41
Sent: add_to_cart - User: user_7617 - $252.4
Sent: checkout - User: user_4589 - $462.14
Sent: checkout - User: user_9124 - $90.34
Sent: checkout - User: user_7395 - $323.71
Sent: checkout - User: user_4317 - $236.62
Sent: checkout - User: user_3868 - $423.44
Sent: add_to_cart - User: user_9586 - $496.75
Sent: add_to_cart - User: user_1174 - $186.56
Sent: add_to_cart - User: user_1958 - $348.32
Sent: checkout - User: user_3655 - $296.0
Sent: add_to_cart - User: user_3089 - $489.08
Sent: checkout - User: user_4577 - $219.89
Sent: add_to_cart - User: user_9261 - $200.09
Sent: add_to_cart - User: user_8497 - $481.8
Sent: add_to_cart - User: user_9497 - $85.2
Sent: add_to_cart - User: user_6385 - $413.07
Sent: add_to_cart - User: user_6039 - $488.61
Sent: checkout - User: user_6116 - $77.11
Sent: add_to_cart - User: user_2434 - $474.88
Sent: add_to_cart - User: user_4749 - $243.49
Sent: add_to_cart - User: user_7670 - $370.97
Sent: checkout - User: user_5363 - $254.11
Sent: add_to_cart - User: user_2630 - $13.29
Sent: checkout - User: user_9576 - $485.89
Sent: checkout - User: user_8772 - $298.46
Sent: add_to_cart - User: user_1404 - $33.99
Sent: checkout - User: user_1332 - $336.58
Sent: add_to_cart - User: user_1110 - $63.36
Sent: add_to_cart - User: user_3992 - $351.66
Sent: checkout - User: user_7677 - $426.36
Sent: checkout - User: user_2312 - $139.56
Sent: add_to_cart - User: user_2747 - $377.65
Sent: add_to_cart - User: user_2545 - $39.82
Sent: add_to_cart - User: user_6404 - $58.32
Sent: checkout - User: user_7039 - $164.89
Sent: add_to_cart - User: user_8623 - $346.31
Sent: add_to_cart - User: user_5493 - $120.01
Sent: add_to_cart - User: user_6417 - $264.19
Sent: add_to_cart - User: user_4127 - $241.42
Sent: checkout - User: user_8961 - $202.09
Sent: add_to_cart - User: user_2448 - $262.4
Sent: checkout - User: user_6189 - $150.35
Sent: add_to_cart - User: user_8936 - $260.81
Sent: checkout - User: user_9437 - $261.25
Sent: add_to_cart - User: user_6687 - $164.24
Sent: add_to_cart - User: user_8284 - $118.2
Sent: add_to_cart - User: user_2388 - $320.59
Sent: add_to_cart - User: user_6566 - $327.22
Sent: checkout - User: user_2839 - $318.86
Sent: checkout - User: user_2809 - $448.41
Sent: add_to_cart - User: user_7829 - $213.81
Sent: add_to_cart - User: user_8478 - $354.84
Sent: checkout - User: user_6688 - $182.58
Sent: add_to_cart - User: user_3479 - $478.4
Sent: add_to_cart - User: user_7424 - $39.83
Sent: add_to_cart - User: user_1178 - $224.74
Sent: add_to_cart - User: user_5213 - $222.49
Sent: add_to_cart - User: user_3032 - $253.47
Sent: checkout - User: user_1418 - $24.59
Sent: add_to_cart - User: user_2402 - $51.63
Sent: add_to_cart - User: user_7677 - $253.87
Sent: checkout - User: user_1387 - $410.69
Sent: add_to_cart - User: user_1587 - $373.5
Sent: checkout - User: user_8725 - $104.88
Sent: add_to_cart - User: user_2251 - $408.43
Sent: checkout - User: user_9238 - $439.38
Sent: add_to_cart - User: user_4634 - $106.98
Sent: checkout - User: user_6539 - $487.95
Sent: add_to_cart - User: user_8171 - $457.05
Sent: add_to_cart - User: user_3555 - $114.4
Sent: add_to_cart - User: user_8974 - $285.23
Sent: checkout - User: user_1584 - $112.06
Sent: add_to_cart - User: user_1265 - $300.54
Sent: add_to_cart - User: user_6503 - $50.47
Sent: checkout - User: user_2410 - $19.96
Sent: add_to_cart - User: user_7716 - $121.68
Sent: checkout - User: user_1804 - $224.39
Sent: checkout - User: user_8931 - $220.45
Sent: add_to_cart - User: user_4249 - $345.05
Sent: add_to_cart - User: user_8055 - $136.68
Sent: add_to_cart - User: user_3032 - $360.28
Sent: add_to_cart - User: user_6785 - $107.08
Sent: add_to_cart - User: user_4865 - $107.43
Sent: add_to_cart - User: user_5623 - $203.55
Sent: add_to_cart - User: user_1220 - $148.9
Sent: checkout - User: user_3607 - $151.53
Sent: add_to_cart - User: user_7689 - $66.63
Sent: add_to_cart - User: user_2381 - $207.85
Sent: add_to_cart - User: user_4124 - $294.15
Sent: add_to_cart - User: user_9846 - $387.68
Sent: add_to_cart - User: user_1294 - $25.81
Sent: add_to_cart - User: user_8064 - $390.33
Sent: add_to_cart - User: user_3363 - $334.11
Sent: add_to_cart - User: user_6216 - $137.66
Sent: add_to_cart - User: user_7429 - $436.84
Sent: checkout - User: user_5096 - $433.45
Sent: add_to_cart - User: user_9807 - $360.12
Sent: add_to_cart - User: user_3524 - $380.46
Sent: add_to_cart - User: user_6351 - $105.9
Sent: checkout - User: user_5997 - $108.17
Sent: checkout - User: user_3227 - $181.49
Sent: add_to_cart - User: user_3800 - $160.55
Sent: add_to_cart - User: user_5492 - $396.57
Sent: add_to_cart - User: user_8092 - $377.46
Sent: add_to_cart - User: user_4564 - $477.39
Sent: add_to_cart - User: user_9677 - $449.01
Sent: add_to_cart - User: user_6219 - $211.7
Sent: add_to_cart - User: user_4281 - $342.11
Sent: add_to_cart - User: user_6432 - $454.09
Sent: add_to_cart - User: user_6748 - $49.94
Sent: add_to_cart - User: user_9619 - $317.63
Sent: add_to_cart - User: user_2371 - $285.95
Sent: add_to_cart - User: user_3150 - $328.25
Sent: checkout - User: user_1444 - $278.83
Sent: add_to_cart - User: user_6558 - $341.65
Sent: checkout - User: user_6630 - $355.28
Sent: add_to_cart - User: user_5351 - $107.26
Sent: checkout - User: user_8420 - $233.15
Sent: add_to_cart - User: user_8763 - $93.55
Sent: add_to_cart - User: user_3452 - $428.4
Sent: add_to_cart - User: user_7584 - $213.02
Sent: checkout - User: user_6447 - $227.84
Sent: add_to_cart - User: user_2638 - $203.19
Sent: add_to_cart - User: user_7530 - $15.43
Sent: checkout - User: user_6069 - $372.36
Sent: add_to_cart - User: user_4753 - $343.71
Sent: checkout - User: user_9693 - $473.33
Sent: add_to_cart - User: user_6681 - $344.51
Sent: add_to_cart - User: user_6700 - $347.19
Sent: add_to_cart - User: user_2395 - $132.98
Sent: checkout - User: user_1763 - $487.42
Sent: add_to_cart - User: user_3430 - $302.29
Sent: checkout - User: user_6743 - $188.15
Sent: add_to_cart - User: user_2879 - $461.26
Sent: add_to_cart - User: user_1981 - $296.27
Sent: checkout - User: user_1413 - $143.07
Sent: checkout - User: user_1462 - $83.4
Sent: add_to_cart - User: user_4986 - $478.61
Sent: add_to_cart - User: user_9090 - $22.72
Sent: add_to_cart - User: user_3011 - $367.35
Sent: add_to_cart - User: user_9472 - $60.59
Sent: add_to_cart - User: user_2493 - $211.42
Sent: checkout - User: user_8473 - $412.99
Sent: add_to_cart - User: user_4209 - $292.18
Sent: add_to_cart - User: user_7828 - $20.0
Sent: add_to_cart - User: user_1985 - $57.87
Sent: add_to_cart - User: user_3010 - $250.19
Sent: checkout - User: user_7894 - $261.04
Sent: add_to_cart - User: user_4502 - $163.51
Sent: add_to_cart - User: user_9364 - $313.36
Sent: add_to_cart - User: user_4272 - $172.68
Sent: add_to_cart - User: user_4543 - $311.6
Sent: add_to_cart - User: user_9362 - $94.27
Sent: add_to_cart - User: user_7724 - $364.88
Sent: add_to_cart - User: user_4988 - $238.14
Sent: checkout - User: user_9165 - $231.61
Sent: add_to_cart - User: user_3339 - $479.6
Sent: add_to_cart - User: user_8421 - $143.01
Sent: add_to_cart - User: user_4335 - $329.19
Sent: add_to_cart - User: user_6961 - $295.05
Sent: checkout - User: user_8257 - $237.34
Sent: checkout - User: user_9265 - $381.62
Sent: add_to_cart - User: user_8044 - $122.26
Sent: add_to_cart - User: user_5278 - $335.76
Sent: add_to_cart - User: user_7492 - $122.6
Sent: add_to_cart - User: user_4283 - $119.9
Sent: checkout - User: user_7464 - $206.12
Sent: checkout - User: user_3132 - $362.51
Sent: add_to_cart - User: user_8254 - $270.75
Sent: add_to_cart - User: user_5719 - $122.35
Sent: add_to_cart - User: user_5065 - $342.12
Sent: checkout - User: user_4110 - $207.9
Sent: add_to_cart - User: user_2842 - $204.68
Sent: add_to_cart - User: user_5487 - $48.24
Sent: checkout - User: user_3640 - $436.02
Sent: add_to_cart - User: user_7559 - $14.3
Sent: add_to_cart - User: user_9431 - $210.26
Sent: checkout - User: user_3244 - $272.3
Sent: add_to_cart - User: user_1194 - $35.21
Sent: add_to_cart - User: user_6174 - $314.53
Sent: checkout - User: user_4323 - $252.76
Sent: add_to_cart - User: user_1815 - $189.96
Sent: add_to_cart - User: user_8767 - $73.77
Sent: add_to_cart - User: user_6650 - $229.6
Sent: checkout - User: user_2967 - $402.17
Sent: checkout - User: user_7524 - $229.68
Sent: add_to_cart - User: user_9160 - $101.15
Sent: add_to_cart - User: user_2868 - $443.64
Sent: add_to_cart - User: user_9786 - $169.91
Sent: add_to_cart - User: user_1883 - $353.42
Sent: add_to_cart - User: user_9293 - $224.56
Sent: add_to_cart - User: user_4371 - $220.95
Sent: checkout - User: user_6706 - $332.57
Sent: add_to_cart - User: user_2353 - $194.27
Sent: checkout - User: user_2450 - $88.27
Sent: checkout - User: user_6059 - $185.39
Sent: add_to_cart - User: user_5537 - $272.86
Sent: add_to_cart - User: user_5202 - $450.68
Sent: checkout - User: user_6141 - $163.19
Sent: add_to_cart - User: user_6959 - $127.39
Sent: add_to_cart - User: user_6221 - $84.03
Sent: add_to_cart - User: user_9615 - $313.53
Sent: add_to_cart - User: user_4533 - $376.41
Sent: add_to_cart - User: user_7362 - $481.01
Sent: add_to_cart - User: user_5569 - $180.89
Sent: checkout - User: user_7222 - $398.23
Sent: add_to_cart - User: user_9462 - $452.75
Sent: add_to_cart - User: user_7752 - $248.71
Sent: add_to_cart - User: user_3249 - $353.03
Sent: checkout - User: user_8668 - $466.2
Sent: add_to_cart - User: user_5826 - $92.57
Sent: add_to_cart - User: user_1178 - $256.27
Sent: add_to_cart - User: user_5626 - $358.0
Sent: add_to_cart - User: user_1951 - $112.98
Sent: checkout - User: user_7985 - $395.44
Sent: checkout - User: user_8396 - $445.66
Sent: checkout - User: user_7304 - $68.29
Sent: add_to_cart - User: user_9293 - $339.09
Sent: checkout - User: user_6248 - $52.96
Sent: add_to_cart - User: user_3324 - $168.36
Sent: checkout - User: user_9822 - $331.76
Sent: add_to_cart - User: user_8426 - $336.04
Sent: add_to_cart - User: user_7131 - $173.62
Sent: checkout - User: user_6009 - $286.69
Sent: add_to_cart - User: user_4068 - $130.38
Sent: add_to_cart - User: user_3425 - $174.97
Sent: checkout - User: user_2338 - $49.68
Sent: add_to_cart - User: user_5283 - $75.49
Sent: checkout - User: user_8352 - $421.55
Sent: add_to_cart - User: user_7771 - $312.93
Sent: add_to_cart - User: user_3135 - $359.28
Sent: checkout - User: user_1436 - $390.23
Sent: add_to_cart - User: user_6604 - $302.76
Sent: checkout - User: user_2795 - $381.62
Sent: add_to_cart - User: user_8448 - $262.99
Sent: checkout - User: user_8060 - $254.78
Sent: add_to_cart - User: user_4702 - $493.66
Sent: add_to_cart - User: user_1049 - $497.77
Sent: checkout - User: user_5713 - $35.36
Sent: add_to_cart - User: user_1632 - $407.63
Sent: add_to_cart - User: user_2337 - $189.75
Sent: checkout - User: user_5833 - $413.16
Sent: checkout - User: user_7888 - $236.65
Sent: checkout - User: user_1420 - $212.46
Sent: add_to_cart - User: user_1754 - $332.92
Sent: add_to_cart - User: user_2513 - $73.36
Sent: checkout - User: user_5164 - $158.7
Sent: add_to_cart - User: user_2507 - $156.05
Sent: add_to_cart - User: user_2537 - $44.36
Sent: add_to_cart - User: user_3552 - $248.4
Sent: add_to_cart - User: user_9400 - $378.8
Sent: checkout - User: user_9520 - $18.02
Sent: add_to_cart - User: user_1306 - $434.56
Sent: add_to_cart - User: user_7863 - $56.38
Sent: add_to_cart - User: user_9849 - $278.01
Sent: checkout - User: user_6008 - $363.77
Sent: add_to_cart - User: user_4922 - $167.91
Sent: add_to_cart - User: user_7182 - $143.25
Sent: add_to_cart - User: user_7758 - $83.65
Sent: add_to_cart - User: user_4068 - $156.06
Sent: add_to_cart - User: user_7724 - $26.84
Sent: add_to_cart - User: user_4601 - $482.03
Sent: add_to_cart - User: user_8675 - $474.58
Sent: add_to_cart - User: user_3003 - $383.27
Sent: checkout - User: user_9536 - $46.64
Sent: add_to_cart - User: user_6926 - $384.53
Sent: add_to_cart - User: user_7992 - $131.83
Sent: add_to_cart - User: user_1905 - $353.0
Sent: checkout - User: user_4246 - $101.53
Sent: checkout - User: user_7855 - $51.39
Sent: add_to_cart - User: user_9979 - $448.92
Sent: add_to_cart - User: user_3279 - $41.6
Sent: checkout - User: user_5915 - $429.47
Sent: add_to_cart - User: user_7022 - $22.14
Sent: add_to_cart - User: user_7741 - $70.05
Sent: checkout - User: user_2929 - $294.16
Sent: add_to_cart - User: user_1055 - $395.99
Sent: checkout - User: user_1562 - $234.98
Sent: add_to_cart - User: user_4436 - $417.33
Sent: checkout - User: user_5976 - $393.04
Sent: add_to_cart - User: user_9672 - $460.96
Sent: add_to_cart - User: user_9948 - $39.39
Sent: add_to_cart - User: user_2894 - $261.72
Sent: add_to_cart - User: user_2498 - $83.18
Sent: add_to_cart - User: user_5648 - $201.98
Sent: add_to_cart - User: user_9626 - $414.42
Sent: add_to_cart - User: user_2592 - $466.4
Sent: checkout - User: user_3768 - $51.9
Sent: add_to_cart - User: user_3857 - $350.52
Sent: add_to_cart - User: user_2659 - $109.87
Sent: checkout - User: user_4113 - $405.82
Sent: checkout - User: user_1134 - $27.76
Sent: add_to_cart - User: user_6449 - $28.18
Sent: add_to_cart - User: user_7052 - $388.82
Sent: add_to_cart - User: user_3951 - $133.58
Sent: add_to_cart - User: user_6970 - $150.65
Sent: add_to_cart - User: user_6804 - $442.62
Sent: add_to_cart - User: user_1431 - $424.46
Sent: add_to_cart - User: user_7858 - $390.83
Sent: add_to_cart - User: user_1232 - $274.76
Sent: checkout - User: user_5824 - $82.17
Sent: add_to_cart - User: user_5041 - $483.47
Sent: add_to_cart - User: user_9754 - $439.39
Sent: checkout - User: user_1143 - $291.21
Sent: checkout - User: user_5242 - $422.57
Sent: add_to_cart - User: user_7960 - $253.7
Sent: add_to_cart - User: user_9314 - $469.11
Sent: add_to_cart - User: user_8103 - $448.61
Sent: add_to_cart - User: user_5332 - $297.46
Sent: checkout - User: user_4520 - $71.88
Sent: checkout - User: user_6823 - $47.54
Sent: add_to_cart - User: user_5004 - $165.13
Sent: add_to_cart - User: user_9372 - $243.57
Sent: checkout - User: user_3536 - $436.29
Sent: add_to_cart - User: user_9356 - $225.81
Sent: add_to_cart - User: user_5007 - $99.44
Sent: checkout - User: user_5035 - $345.62
Sent: checkout - User: user_9980 - $433.62
Sent: add_to_cart - User: user_3393 - $457.22
Sent: add_to_cart - User: user_4795 - $410.07
Sent: add_to_cart - User: user_4829 - $311.63
Sent: add_to_cart - User: user_6675 - $81.62
Sent: add_to_cart - User: user_7778 - $485.15
Sent: checkout - User: user_3604 - $40.93
Sent: add_to_cart - User: user_1315 - $185.47
Sent: add_to_cart - User: user_6352 - $457.04
Sent: add_to_cart - User: user_5004 - $103.02
Sent: checkout - User: user_7536 - $178.11
Sent: add_to_cart - User: user_9118 - $158.33
Sent: checkout - User: user_6158 - $367.06
Sent: add_to_cart - User: user_8009 - $146.26
Sent: add_to_cart - User: user_2809 - $101.38
Sent: add_to_cart - User: user_4078 - $436.75
Sent: add_to_cart - User: user_6265 - $332.32
Sent: add_to_cart - User: user_4912 - $73.43
Sent: add_to_cart - User: user_1038 - $335.58
Sent: add_to_cart - User: user_2332 - $277.47
Sent: add_to_cart - User: user_4049 - $224.23
Sent: add_to_cart - User: user_5378 - $284.88
Sent: add_to_cart - User: user_8855 - $95.37
Sent: add_to_cart - User: user_2452 - $488.13
Sent: add_to_cart - User: user_7019 - $156.77
Sent: checkout - User: user_7811 - $452.27
Sent: checkout - User: user_9175 - $95.26
Sent: add_to_cart - User: user_8774 - $202.73
Sent: checkout - User: user_1082 - $67.04
Sent: add_to_cart - User: user_6883 - $260.33
Sent: add_to_cart - User: user_3177 - $457.18
Sent: checkout - User: user_8546 - $174.06
Sent: checkout - User: user_9623 - $284.41
Sent: checkout - User: user_6760 - $354.49
Sent: add_to_cart - User: user_3841 - $317.3
Sent: add_to_cart - User: user_6710 - $448.03
Sent: add_to_cart - User: user_5118 - $388.59
Sent: checkout - User: user_3223 - $52.2
Sent: add_to_cart - User: user_6729 - $125.48
Sent: add_to_cart - User: user_7769 - $353.51
Sent: checkout - User: user_2678 - $86.16
Sent: add_to_cart - User: user_2450 - $394.84
Sent: add_to_cart - User: user_9506 - $377.84
Sent: add_to_cart - User: user_9397 - $396.46
Sent: checkout - User: user_4956 - $150.52
Sent: add_to_cart - User: user_9497 - $421.04
Sent: add_to_cart - User: user_1158 - $432.87
Sent: add_to_cart - User: user_9715 - $323.57
Sent: add_to_cart - User: user_5833 - $365.98
Sent: checkout - User: user_8619 - $250.22
Sent: add_to_cart - User: user_1683 - $309.4
Sent: checkout - User: user_9622 - $250.23
Sent: checkout - User: user_3402 - $136.39
Sent: add_to_cart - User: user_3350 - $245.68
Sent: add_to_cart - User: user_5908 - $263.55
Sent: add_to_cart - User: user_1685 - $30.52
Sent: checkout - User: user_9391 - $292.19
Sent: add_to_cart - User: user_5014 - $438.81
Sent: add_to_cart - User: user_1428 - $174.4
Sent: checkout - User: user_2948 - $258.01
Sent: checkout - User: user_9218 - $493.73
Sent: add_to_cart - User: user_2525 - $448.09
Sent: add_to_cart - User: user_7294 - $457.33
Sent: add_to_cart - User: user_6175 - $316.92
Sent: add_to_cart - User: user_8970 - $207.26
Sent: add_to_cart - User: user_1125 - $197.35
Sent: add_to_cart - User: user_9795 - $324.45
Sent: add_to_cart - User: user_9572 - $370.16
Sent: add_to_cart - User: user_8503 - $44.71
Sent: add_to_cart - User: user_6969 - $31.51
Sent: checkout - User: user_5946 - $68.6
Sent: add_to_cart - User: user_7826 - $185.4
Sent: add_to_cart - User: user_3701 - $56.84
Sent: add_to_cart - User: user_9686 - $308.56
Sent: add_to_cart - User: user_2911 - $47.97
Sent: add_to_cart - User: user_3021 - $153.7
Sent: add_to_cart - User: user_8112 - $156.8
Sent: add_to_cart - User: user_2463 - $256.27
Sent: add_to_cart - User: user_2227 - $340.72
Sent: checkout - User: user_5625 - $155.52
Sent: checkout - User: user_3992 - $333.93
Sent: add_to_cart - User: user_9002 - $55.52
Sent: add_to_cart - User: user_8680 - $463.87
Sent: add_to_cart - User: user_4776 - $257.77
Sent: checkout - User: user_9180 - $32.08
Sent: checkout - User: user_3265 - $313.31
Sent: add_to_cart - User: user_7294 - $43.59
Sent: checkout - User: user_9728 - $283.68
Sent: add_to_cart - User: user_8353 - $269.41
Sent: add_to_cart - User: user_1070 - $216.1
Sent: checkout - User: user_2920 - $11.38
Sent: checkout - User: user_3767 - $193.13
Sent: add_to_cart - User: user_3460 - $231.6
Sent: add_to_cart - User: user_4985 - $309.05
Sent: add_to_cart - User: user_9317 - $97.86
Sent: checkout - User: user_4430 - $164.02
Sent: add_to_cart - User: user_7377 - $82.64
Sent: checkout - User: user_4239 - $151.29
Sent: checkout - User: user_3801 - $121.93
Sent: checkout - User: user_7286 - $133.43
Sent: checkout - User: user_9727 - $308.49
Sent: add_to_cart - User: user_2571 - $143.9
Sent: checkout - User: user_1347 - $82.67
Sent: checkout - User: user_4831 - $15.15
Sent: checkout - User: user_5320 - $230.42
Sent: checkout - User: user_4465 - $142.76
Sent: add_to_cart - User: user_4750 - $287.79
Sent: add_to_cart - User: user_2950 - $421.81
Sent: add_to_cart - User: user_2838 - $373.65
Sent: add_to_cart - User: user_7902 - $84.15
Sent: checkout - User: user_6144 - $117.06
Sent: add_to_cart - User: user_2356 - $14.09
Sent: add_to_cart - User: user_4792 - $223.85
Sent: checkout - User: user_1387 - $105.8
Sent: add_to_cart - User: user_7451 - $248.0
Sent: checkout - User: user_9972 - $453.86
Sent: add_to_cart - User: user_8877 - $95.71
Sent: add_to_cart - User: user_9562 - $489.18
Sent: add_to_cart - User: user_6698 - $120.03
Sent: add_to_cart - User: user_7335 - $157.58
Sent: checkout - User: user_4847 - $253.58
Sent: add_to_cart - User: user_6742 - $373.86
Sent: add_to_cart - User: user_3725 - $419.4
Sent: checkout - User: user_7898 - $149.85
Sent: checkout - User: user_6734 - $482.76
Sent: checkout - User: user_3823 - $79.31
Sent: add_to_cart - User: user_7128 - $228.03
Sent: add_to_cart - User: user_7572 - $182.73
Sent: checkout - User: user_1530 - $31.67
Sent: checkout - User: user_7697 - $238.18
Sent: add_to_cart - User: user_5304 - $322.86
Sent: checkout - User: user_5203 - $254.17
Sent: checkout - User: user_4805 - $92.06
Sent: add_to_cart - User: user_5161 - $453.37
Sent: checkout - User: user_9234 - $129.93
Sent: add_to_cart - User: user_3485 - $266.91
Sent: add_to_cart - User: user_6170 - $170.6
Sent: add_to_cart - User: user_5025 - $201.57
Sent: add_to_cart - User: user_2032 - $498.39
Sent: checkout - User: user_4340 - $224.17
Sent: checkout - User: user_8759 - $321.21
Sent: checkout - User: user_2738 - $109.42
Sent: add_to_cart - User: user_5067 - $336.75
Sent: add_to_cart - User: user_4149 - $429.95
Sent: add_to_cart - User: user_3834 - $25.16
Sent: add_to_cart - User: user_1736 - $246.88
Sent: add_to_cart - User: user_8263 - $302.52
